,first_name,name,year,rank,genre
24987,Frédérique,Anacondas: The Hunt for the Blood Orchid,2004,4.3,Horror
24988,Frédérique,Anacondas: The Hunt for the Blood Orchid,2004,4.3,Thriller
24989,Frédérique,Arche Nora,1948,9.4,Drama
24990,Frédérique,Auf immer und ewig,1986,5.3,Drama
24991,Frédérique,"Bat, The",1959,5.4,Horror
24992,Frédérique,"Bat, The",1959,5.4,Mystery
24993,Frédérique,"Bat, The",1959,5.4,Thriller
24994,Frédérique,Birth of Industry,2004,,Short
24995,Fredi M.,Case of Evil,2002,,Action
24996,Fredi M.,Case of Evil,2002,,Adventure
24997,Fredi M.,Case of Evil,2002,,Crime
24998,Fredi M.,Case of Evil,2002,,Drama
24999,Fredi M.,Case of Evil,2002,,Mystery
25000,Fredi M.,Case of Evil,2002,,Thriller
25001,Fredric,Bangau oh bangau,2001,,Animation
25002,Fredric,Bangau oh bangau,2001,,Short
25003,Fredrick,Didier,1997,6.5,Comedy
25004,Fredrick,Didier,1997,6.5,Fantasy
25005,Fredrik,"Bal du comte d'Orgel, Le",1970,4.2,Drama
25006,Fredrik,Dalmaya nolja,2001,5.8,Comedy
25007,Fredrik,Dalmaya nolja,2001,5.8,Drama
25008,Fredrik,Death of a Dynasty,2003,4.8,Comedy
25009,Fredrik,Death of a Dynasty,2003,4.8,Musical
25010,Fredrik,Di yi lei xing wei xian,1980,7.4,Action
25011,Fredrik,Di yi lei xing wei xian,1980,7.4,Crime
25012,Fredrik,Di yi lei xing wei xian,1980,7.4,Thriller
25013,Fredrik (I),2Merch&ise Part 2 - Slot,1992,,Short
25014,Fredrik (I),2Merch&ise Part 2 - Slot,1992,,Short
25015,Fredrik T.,Character as Revealed by the Mouth,1917,,Animation
25016,Fredrik T.,Character as Revealed by the Mouth,1917,,Short
25017,Fredy,"Ambush Murders, The",1982,,Drama
25018,Freida Lee,Captain January,1936,6.5,Comedy
25019,Freida Lee,Captain January,1936,6.5,Family
25020,Freida Lee,Captain January,1936,6.5,Musical
25021,Freidon,Captain Fury,1939,6.0,Action
25022,Freidon,Captain Fury,1939,6.0,Adventure
25023,Frej,Brighton Rock,1947,7.4,Crime
25024,Frej,Brighton Rock,1947,7.4,Drama
25025,Frej,Brighton Rock,1947,7.4,Thriller
25026,Frenk,Deep Evil,2004,,Sci-Fi
25027,Frieda,Brewster's Millions,1945,5.8,Comedy
25028,Friedemann,"Adventures of Huckleberry Finn, The",1960,6.1,Adventure
25029,Friedemann,"Adventures of Huckleberry Finn, The",1960,6.1,Drama
25030,Friedemann,"Adventures of Huckleberry Finn, The",1960,6.1,Family
25031,Friedemann,"Costumbre, La",1985,,Documentary
25032,Friedemann,"Costumbre, La",1985,,Short
25033,Frieder,Corps agiles,1964,,Short
25034,Frieder,Corps agiles,1964,,Short
25035,Friederike,Bilingualism,1973,,Documentary
25036,Friederike,Bilingualism,1973,,Short
25037,Friedrich,"Alibi, The",1915,,Short
25038,Friedrich,Ask orada basladi,1962,,Romance
25039,Friedrich,Chuji no hagoromo,1942,,Animation
25040,Friedrich,Chuji no hagoromo,1942,,Short
25041,Friedrich,"Corbeau, Le",2001,7.2,Short
25042,Friedrich,"Corner in Water, A",1916,,Short
25043,Friedrich,"Corner in Water, A",1916,,Western
25044,Friedrich,Corthre,1935,,Short
25045,Friedrich,Costales,1994,,Action
25046,Friedrich,Costales,1994,,Action
25047,Friedrich,Daffy - the Commando,1943,7.5,Animation
25048,Friedrich,Daffy - the Commando,1943,7.5,Comedy
25049,Friedrich,Daffy - the Commando,1943,7.5,Short
25050,Friedrich,Daffy - the Commando,1943,7.5,War
25051,Friedrich,Des enfants au soleil,1955,,Documentary
25052,Friedrich,Devichya vesna,1960,,Comedy
25053,Friedrich,Devichya vesna,1960,,Comedy
25054,Frigyes,All Amateur Ecstasy,2002,5.4,Mystery
25055,Frigyes,All Amateur Ecstasy,2002,5.4,Short
25056,Frigyes,"BBC and the BAFTA Tribute to Michael Caine, The",2000,,Documentary
25057,Frits,"Baby Seal, The",1940,,Animation
25058,Frits,"Baby Seal, The",1940,,Short
25059,Fritz,20 de junio,1995,,Short
25060,Fritz,20 de junio,1995,,Short
25061,Fritz,24 timer,1951,,Family
25062,Fritz,24 timer,1951,,Family
25063,Fritz,Acchan no bebi gyangu,1961,,Comedy
25064,Fritz,Alex Haley,1992,,Documentary
25065,Fritz,Aspen,1991,,Documentary
25066,Fritz,Baby Dolls,1978,,Documentary
25067,Fritz,Baby Dolls,1978,,Short
25068,Fritz,Baito,1990,,Short
25069,Fritz,"Beautiful Liar, The",1921,,Comedy
25070,Fritz,Besotted,2001,4.3,Comedy
25071,Fritz,Besotted,2001,4.3,Romance
25072,Fritz,"Black Camel, The",1931,6.5,Mystery
25073,Fritz,Blond: Eva Blond! - Der Zwerg im Schliefach,2004,,Comedy
25074,Fritz,Blond: Eva Blond! - Der Zwerg im Schliefach,2004,,Crime
25075,Fritz,Blood Work,2002,6.3,Crime
25076,Fritz,Blood Work,2002,6.3,Drama
25077,Fritz,Blood Work,2002,6.3,Mystery
25078,Fritz,Blood Work,2002,6.3,Thriller
25079,Fritz,Bob le magnifique,1998,,Comedy
25080,Fritz,Bob le magnifique,1998,,Family
25081,Fritz,Bob le magnifique,1998,,Romance
25082,Fritz,"Bodishi, tqven gelit sikvdili",1965,,Comedy
25083,Fritz,Bulldog Drummond at Bay,1937,5.7,Mystery
25084,Fritz,Capitani di ventura,1961,,Action
25085,Fritz,Capitani di ventura,1961,,Adventure
25086,Fritz,Capitani di ventura,1961,,Drama
25087,Fritz,Chufu,1922,,Animation
25088,Fritz,Chufu,1922,,Short
25089,Fritz,"Clown, The",1931,,Animation
25090,Fritz,"Clown, The",1931,,Short
25091,Fritz,"Clown, The",1931,,Animation
25092,Fritz,"Clown, The",1931,,Short
25093,Fritz,"Cost, Profit, and Break-Even",1980,,Short
25094,Fritz,Costumbres Mayas,1918,,Documentary
25095,Fritz,Costumbres Mayas,1918,,Short
25096,Fritz,Cyber Vengeance,1995,2.7,Action
25097,Fritz,Cyber Vengeance,1995,2.7,Sci-Fi
25098,Fritz,Cyber Vengeance,1995,2.7,Thriller
25099,Fritz,Dark Water,2001,5.5,Crime
25100,Fritz,Dark Water,2001,5.5,Drama
25101,Fritz,Dark Water,2001,5.5,Mystery
25102,Fritz,Dark Water,2001,5.5,Thriller
25103,Fritz,Devil Woman,1970,,Horror
25104,Fritz (I),"Borgerpligt, En",1953,,Short
25105,Fritz E.,Castilla del mar,1958,,Documentary
25106,Fritz E.,Castilla del mar,1958,,Short
25107,Fritz G.,Corazn de meln,2003,6.1,Comedy
25108,Fritzi,"Betty, the Boy and the Bird",1916,,Short
25109,Frixos,Bibo per sempre,2000,4.9,Comedy
25110,Frode,"Chiens savants, Les",1902,,Short
25111,Frode Højer,"Chiens, Les",1979,5.4,Drama
25112,Frodo,Bollywood,1994,3.2,Comedy
25113,Frodo,Bollywood,1994,3.2,Musical
25114,Fronza,"Diga, La",2003,,Mystery
25115,Frouke,"Avventure dell'incredibile Ercole, Le",1985,2.2,Adventure
25116,Frouke,"Avventure dell'incredibile Ercole, Le",1985,2.2,Fantasy
25117,Froukje,Ahmad Shamlou: Master Poet of Liberty,1999,,Documentary
25118,Froukje,Dangerous Money,1924,,Drama
25119,Frunze,"Art of Seeing, The",1962,,Documentary
25120,Fu Di,Brieftrger Mller,1953,6.1,Comedy
25121,Fu Di,Brieftrger Mller,1953,6.1,Family
25122,Fu Di,Brieftrger Mller,1953,6.1,Comedy
25123,Fu Di,Brieftrger Mller,1953,6.1,Family
25124,Fu Ding,American Exquisite,2004,,Drama
25125,Fu Ding,American Exquisite,2004,,Short
25126,Fuad,"Crew, The",1994,3.9,Drama
25127,Fuad,"Crew, The",1994,3.9,Thriller
25128,Fujio,Capricciosa,1997,,Short
25129,Fulco,Brooklyn Goes to Philadelphia,1954,,Short
25130,Fulvio,'Til Death Do Us Part,2002,,Horror
25131,Fulvio,'Til Death Do Us Part,2002,,Horror
25132,Fulvio,Buster's Sleigh Ride,1927,,Comedy
25133,Fulvio,Buster's Sleigh Ride,1927,,Short
25134,Fulvio,Chasing Freedom,2004,,Drama
25135,Fumi,Big Fat Liar,2002,5.5,Comedy
25136,Fumihiko,Black Sheep,1935,5.8,Drama
25137,Fumihiko,"Danger Signal, The",1915,,Drama
25138,Fumiki,"Black Conspiracy, A",1913,,Short
25139,Fumiki,Detective Daring and the Thames Coiners,1914,,Crime
25140,Fuminori,"Change of Climate, A",1999,5.0,Short
25141,Fumio,"Biblia, A",1990,,Drama
25142,Fumio,"Biblia, A",1990,,Family
25143,Fumio,"Danger Point, The",1922,,Comedy
25144,Funitaka,Dangerous Minds,1995,5.7,Drama
25145,Futoshi,Billy the Seal,1999,,Animation
25146,Futoshi,Billy the Seal,1999,,Animation
25147,Fuxing,Destan destan iinde,1952,,Drama
25148,Fuxing,Destan destan iinde,1952,,War
25149,Fyodor,Agneepath,1990,8.4,Action
25150,Fyodor,Agneepath,1990,8.4,Crime
25151,Fyodor,Agneepath,1990,8.4,Drama
25152,Fyodor,Blitz,2002,7.2,Short
25153,Fyodor,Blue Ice,1992,4.9,Action
25154,Fyodor,Blue Ice,1992,4.9,Thriller
25155,Fyodor,Blutjung und liebeshungrig,1972,3.1,Comedy
25156,Fyodor,"Chinese muur, De",2002,6.7,Drama
25157,Fyodor,"Chinese muur, De",2002,6.7,Short
25158,G.,Aakhri Adalat,1988,,Action
25159,G.,Adina Megha,1970,,Drama
25160,G.,Adina Megha,1970,,Musical
25161,G.,Angels in the Endzone,1997,,Comedy
25162,G.,Angels in the Endzone,1997,,Family
25163,G.,Angels in the Endzone,1997,,Fantasy
25164,G.,"Arnelo Affair, The",1947,4.8,Crime
25165,G.,"Arnelo Affair, The",1947,4.8,Romance
25166,G.,"Bajos fondos, Los",1991,,Drama
25167,G.,"Bajos fondos, Los",1991,,Short
25168,G.,Bakuto gaijin butai,1971,7.3,Crime
25169,G.,Bakuto gaijin butai,1971,7.3,Drama
25170,G.,Billy Jim,1922,,Comedy
25171,G.,Billy Jim,1922,,Western
25172,G.,Boesman and Lena,2000,4.0,Drama
25173,G.,Caddyshack: The 19th Hole,1999,,Comedy
25174,G.,Caddyshack: The 19th Hole,1999,,Documentary
25175,G.,Caddyshack: The 19th Hole,1999,,Short
25176,G.,"Cermica y la casa, La",1976,,Short
25177,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25178,G.,"Ciclone Lento E Sutil, O",2002,,Short
25179,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25180,G.,"Ciclone Lento E Sutil, O",2002,,Short
25181,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25182,G.,"Ciclone Lento E Sutil, O",2002,,Short
25183,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25184,G.,"Ciclone Lento E Sutil, O",2002,,Short
25185,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25186,G.,"Ciclone Lento E Sutil, O",2002,,Short
25187,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25188,G.,"Ciclone Lento E Sutil, O",2002,,Short
25189,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25190,G.,"Ciclone Lento E Sutil, O",2002,,Short
25191,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25192,G.,"Ciclone Lento E Sutil, O",2002,,Short
25193,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25194,G.,"Ciclone Lento E Sutil, O",2002,,Short
25195,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25196,G.,"Ciclone Lento E Sutil, O",2002,,Short
25197,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25198,G.,"Ciclone Lento E Sutil, O",2002,,Short
25199,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25200,G.,"Ciclone Lento E Sutil, O",2002,,Short
25201,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25202,G.,"Ciclone Lento E Sutil, O",2002,,Short
25203,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25204,G.,"Ciclone Lento E Sutil, O",2002,,Short
25205,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25206,G.,"Ciclone Lento E Sutil, O",2002,,Short
25207,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25208,G.,"Ciclone Lento E Sutil, O",2002,,Short
25209,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25210,G.,"Ciclone Lento E Sutil, O",2002,,Short
25211,G.,"Ciclone Lento E Sutil, O",2002,,Documentary
25212,G.,"Ciclone Lento E Sutil, O",2002,,Short
25213,G.,"City, The (1939/II)",1939,,Documentary
25214,G.,"City, The (1939/II)",1939,,Short
25215,G.,"Ciudad encantada, La",1936,,Documentary
25216,G.,"Ciudad encantada, La",1936,,Short
25217,G.,"Ciudad flotante, La",1968,,Documentary
25218,G.,"Ciudad flotante, La",1968,,Short
25219,G.,Ciudades viejas de Castilla - Espaa artstica y monumental,1941,,Documentary
25220,G.,Ciudades viejas de Castilla - Espaa artstica y monumental,1941,,Short
25221,G.,Cone of Silence,1961,7.5,Drama
25222,G.,Dahil may isang ikaw,1999,7.0,Comedy
25223,G.,Dahil may isang ikaw,1999,7.0,Drama
25224,G.,Dahil may isang ikaw,1999,7.0,Musical
25225,G.,Dahil may isang ikaw,1999,7.0,Romance
25226,G.,Dalziel and Pascoe: The Unwanted,2002,,Crime
25227,G.,Dalziel and Pascoe: The Unwanted,2002,,Drama
25228,G.,"Dame de Monte Carlo, La",1979,,Short
25229,G.,Danceland,2003,,Short
25230,G.,"Dark Side of Innocence, The",1976,,Drama
25231,G.,Der var engang en krig,1966,7.1,Drama
25232,G.,Der var engang en krig,1966,7.1,War
25233,G. Fletcher,Beresina oder Die letzten Tage der Schweiz,1999,6.8,Comedy
25234,G. Nicolas,Beket,1995,,Short
25235,G. Nicolas,Beket,1995,,Short
25236,G. Pattu,"Big Fisherman, The",1959,5.2,Drama
25237,G. Ram,Ci sha Wang Jingwei,1988,,Thriller
25238,G. William,Bir caniye gnl verdim,1965,,Adventure
25239,G. William,Bir caniye gnl verdim,1965,,Crime
25240,G.A.,Chappy: That's All,1924,,Drama
25241,G.A.,Chappy: That's All,1924,,Romance
25242,G.A.,"Convict's Daughter, The",1913,,Short
25243,G.A.,"Cuento chino, Un",2003,,Short
25244,G.B.,Bir dag masali,1947,,Drama
25245,G.B.,Conspiracy Guy: Behind the Coat,2001,,Comedy
25246,G.B.,Conspiracy Guy: Behind the Coat,2001,,Sci-Fi
25247,G.B.,Conspiracy Guy: Behind the Coat,2001,,Short
25248,G.C.,"Closer You Get, The",2000,6.1,Comedy
25249,G.C.,Creature Comforts,1989,7.7,Animation
25250,G.C.,Creature Comforts,1989,7.7,Comedy
25251,G.C.,Creature Comforts,1989,7.7,Family
25252,G.C.,Creature Comforts,1989,7.7,Short
25253,G.D.,"Art of Dying, The",1991,4.3,Crime
25254,G.D.,"Art of Dying, The",1991,4.3,Thriller
25255,G.D.,"Art of Dying, The",1991,4.3,Crime
25256,G.D.,"Art of Dying, The",1991,4.3,Thriller
25257,G.D.,Business with Friends,1992,,Drama
25258,G.D.L.,Children of Banishment,1919,,Drama
25259,G.F.,Celador o imagen,1985,,Short
25260,G.K.,Clan destin,1999,,Short
25261,G.K. (I),Calvaire,2004,5.9,Drama
25262,G.M.,Bom Povo Portugus,1981,5.5,Documentary
25263,G.N.,"Clarence, the Cross-Eyed Lion",1965,5.6,Adventure
25264,G.N.,"Clarence, the Cross-Eyed Lion",1965,5.6,Comedy
25265,G.P.,A la memoria de las sirenas,2003,,Fantasy
25266,G.P.,A la memoria de las sirenas,2003,,Short
25267,G.P.,"Croxley Master, The",1921,,Drama
25268,G.P.,"Croxley Master, The",1921,,Romance
25269,G.P.,Deus  um Fogo,1985,,Documentary
25270,G.R.,Caught,2000,5.2,Drama
25271,G.R.,Caught,2000,5.2,Romance
25272,G.R.,Caught,2000,5.2,Short
25273,G.R.,Cowgirl Polka,1947,,Music
25274,G.R.,Cowgirl Polka,1947,,Short
25275,G.S.,"Arche de verre, L'",1994,,Documentary
25276,G.V.,Contemporary Indian Sculpture,1987,,Documentary
25277,G.V.R.,Cowboys Don't Kiss In Public,2001,,Short
25278,G.W.,Affedimeyenler,1980,,Adventure
25279,Ga Chun,Affekt,1980,,Drama
25280,Ga Chun,Affekt,1980,,Short
25281,Ga Jan,American History: Our Declaration of Independence,1941,,Documentary
25282,Ga Jan,American History: Our Declaration of Independence,1941,,Short
25283,Gaau Leung,Battle of the Bulge,1951,,Comedy
25284,Gaau Leung,Battle of the Bulge,1951,,Short
25285,Gabe,"Dames du Bois de Boulogne, Les",1945,7.0,Drama
25286,Gabe,"Dames du Bois de Boulogne, Les",1945,7.0,Romance
25287,Gabi,Bol Radha Bol,1992,7.2,Romance
25288,Gabi,By,2004,,Thriller
25289,Gabi (II),Blessings from the Food Court,1999,,Comedy
25290,Gabor,"Angels Wash Their Faces, The",1939,5.7,Drama
25291,Gábor,Animals and Humans,1922,,Animation
25292,Gábor,Animals and Humans,1922,,Short
25293,Gábor,Benarasi's Secret,1968,,Documentary
25294,Gabor,"Bleu, blanc, rose",2002,,Documentary
25295,Gábor,Blush,2000,7.1,Short
25296,Gábor,Charana Daasi,1956,,Drama
25297,Gábor,"Dance of Life, The",1929,8.3,Drama
25298,Gábor,"Dance of Life, The",1929,8.3,Musical
25299,Gábor,"Dance of Life, The",1929,8.3,Romance
25300,Gábor,"Dance of Life, The",1929,8.3,Drama
25301,Gábor,"Dance of Life, The",1929,8.3,Musical
25302,Gábor,"Dance of Life, The",1929,8.3,Romance
25303,Gábor,"Day in the Life of John D. Impetus, A",2002,,Comedy
25304,Gábor,"Day in the Life of John D. Impetus, A",2002,,Short
25305,Gabor (I),Cat People: An Intimate Portrait by Paul Schrader,2002,,Documentary
25306,Gabor (I),Cat People: An Intimate Portrait by Paul Schrader,2002,,Short
25307,Gabor (II),Dan prvi,1965,,Documentary
25308,Gabor (II),Dan prvi,1965,,Short
25309,Gábor G.,"Dance of Life, The",2001,,Short
25310,Gábor Zsigmond,Cheong wong,2000,6.7,Action
25311,Gábor Zsigmond,Cheong wong,2000,6.7,Crime
25312,Gábor Zsigmond,Cheong wong,2000,6.7,Thriller
25313,Gabri,Alkali Ike's Mother-in-Law,1913,,Comedy
25314,Gabriel,41/82: Getting warm,1982,,Documentary
25315,Gabriel,41/82: Getting warm,1982,,Short
25316,Gabriel,A doua cadere a Constantinopolului,1994,4.9,Comedy
25317,Gabriel,A to Z,1986,,Short
25318,Gabriel,Above & Beneath,2003,,Short
25319,Gabriel,Absence Makes the Heart Grow Fonder,1925,,Drama
25320,Gabriel,Adolf Armstarke,1937,3.9,Comedy
25321,Gabriel,Aggeloi horis ftera,1965,,Drama
25322,Gabriel,"Ahorcado, El",1983,,Action
25323,Gabriel,"Ahorcado, El",1983,,Drama
25324,Gabriel,"Ahorcado, El",1983,,Fantasy
25325,Gabriel,"Ahorcado, El",1983,,Western
25326,Gabriel,"Airman's Children, The",1915,,Crime
25327,Gabriel,"Airman's Children, The",1915,,Drama
25328,Gabriel,Alle man p post,1940,,Comedy
25329,Gabriel,Andolan,1995,,Action
25330,Gabriel,Andolan,1995,,Comedy
25331,Gabriel,Andolan,1995,,Drama
25332,Gabriel,Antwerpen,1924,,Documentary
25333,Gabriel,Aoi haru,2001,7.6,Drama
25334,Gabriel,Arte romnico,1961,,Documentary
25335,Gabriel,Arte romnico,1961,,Short
25336,Gabriel,At the Spring Sea Ice Camp: Part 1,1967,,Documentary
25337,Gabriel,At the Spring Sea Ice Camp: Part 1,1967,,Short
25338,Gabriel,B.G. monogatari: nijusai no nikki,1961,,Comedy
25339,Gabriel,Baby Checkers,1940,,Animation
25340,Gabriel,Baby Checkers,1940,,Short
25341,Gabriel,"Band Plays On, The",1934,5.7,Drama
25342,Gabriel,Bandhan Kuchchey Dhaagon Ka,1983,6.6,Drama
25343,Gabriel,Bandhan Kuchchey Dhaagon Ka,1983,6.6,Family
25344,Gabriel,Bas de plafond,1997,,Short
25345,Gabriel,"Benefits of Looking Ahead, The",1950,,Drama
25346,Gabriel,"Benefits of Looking Ahead, The",1950,,Short
25347,Gabriel,"Birthmark, The",1913,,Drama
25348,Gabriel,"Birthmark, The",1913,,Short
25349,Gabriel,Bobby Brown His Prerogative,1989,,Documentary
25350,Gabriel,Bobby Brown His Prerogative,1989,,Music
25351,Gabriel,Bobby Brown His Prerogative,1989,,Documentary
25352,Gabriel,Bobby Brown His Prerogative,1989,,Music
25353,Gabriel,Bobby Brown His Prerogative,1989,,Documentary
25354,Gabriel,Bobby Brown His Prerogative,1989,,Music
25355,Gabriel,Bobby Brown His Prerogative,1989,,Documentary
25356,Gabriel,Bobby Brown His Prerogative,1989,,Music
25357,Gabriel,Brick-a-Brac,1935,,Comedy
25358,Gabriel,Brick-a-Brac,1935,,Short
25359,Gabriel,"Brummeisenprinzessin, Die",1987,,Family
25360,Gabriel,"Brummeisenprinzessin, Die",1987,,Fantasy
25361,Gabriel,Bureaukratiets slagmark,2000,,Documentary
25362,Gabriel,Bureaukratiets slagmark,2000,,Documentary
25363,Gabriel,"Caminos de la msica, Los",1975,,Documentary
25364,Gabriel,"Caminos de la msica, Los",1975,,Short
25365,Gabriel,"Carmen, la de Triana",1938,7.6,Drama
25366,Gabriel,Chantilly Lace,1993,,Drama
25367,Gabriel,Chikyu Boeigun,1957,5.6,Sci-Fi
25368,Gabriel,Cluck,1998,,Short
25369,Gabriel,Coat Check,1998,,Documentary
25370,Gabriel,Coat Check,1998,,Short
25371,Gabriel,"Columbo: Murder, a Self Portrait",1989,,Crime
25372,Gabriel,"Columbo: Murder, a Self Portrait",1989,,Drama
25373,Gabriel,"Columbo: Murder, a Self Portrait",1989,,Mystery
25374,Gabriel,Come-Back,1981,,Drama
25375,Gabriel,Command Performance,1931,,Drama
25376,Gabriel,Compaera,1993,,Drama
25377,Gabriel,Compaera,1993,,Short
25378,Gabriel,Crazy Times,1981,,Drama
25379,Gabriel,"Daughter of the Old South, A",1918,,Drama
25380,Gabriel (I),"Bad Sister, The",1983,,Drama
25381,Gabriel (I),Bronco Buster,1935,,Animation
25382,Gabriel (I),Bronco Buster,1935,,Short
25383,Gabriel (I),Caught in the Draft,1941,6.7,Comedy
25384,Gabriel (I),Caught in the Draft,1941,6.7,Romance
25385,Gabriel (I),Caught in the Draft,1941,6.7,War
25386,Gabriel (I),Cheyenne Takes Over,1947,6.8,Western
25387,Gabriel (I),Delilah,1921,,Drama
25388,Gabriel (II),Breaking the Waves,1996,7.7,Drama
25389,Gabriel (II),Breaking the Waves,1996,7.7,Romance
25390,Gabriel (II),Byl taki prezydent,1997,,Documentary
25391,Gabriel (II),Byl taki prezydent,1997,,Short
25392,Gabriel (III),Beneath the Surface,2004,,Short
25393,Gabriela,"Age of Innocence, The",1993,7.1,Drama
25394,Gabriela,"Age of Innocence, The",1993,7.1,Romance
25395,Gabriela,Aligato,2003,,Short
25396,Gabriela,Anjali,1990,8.0,Drama
25397,Gabriela,Anjali,1990,8.0,Family
25398,Gabriela,Atman,1996,3.9,Documentary
25399,Gabriela,Atman,1996,3.9,Drama
25400,Gabriela,"Big Suitcase, The",2001,,Drama
25401,Gabriela,"Big Suitcase, The",2001,,Fantasy
25402,Gabriela,"Big Suitcase, The",2001,,Short
25403,Gabriela,"Clarines del miedo, Los",1958,,Drama
25404,Gabriela,Dandan Dard,1983,,Short
25405,Gabriela,Dead Men Don't Wear Plaid,1982,6.5,Comedy
25406,Gabriela,Dead Men Don't Wear Plaid,1982,6.5,Crime
25407,Gabriela,Dead Men Don't Wear Plaid,1982,6.5,Thriller
25408,Gabriela,Divok konk Ryn,1981,,Family
25409,Gabriela (I),"Card, The",1952,7.3,Comedy
25410,Gabriele,12 Inches of Dangling Fury,2003,,Comedy
25411,Gabriele,12 Inches of Dangling Fury,2003,,Short
25412,Gabriele,24 Hour Party People,2002,7.2,Comedy
25413,Gabriele,24 Hour Party People,2002,7.2,Drama
25414,Gabriele,24 Hour Party People,2002,7.2,Music
25415,Gabriele,"Anita Domeyko, la nieta del Polaco",1997,,Documentary
25416,Gabriele,"Anita Domeyko, la nieta del Polaco",1997,,Short
25417,Gabriele,Aqu huele a muerto... (pues yo no he sido),1989,,Comedy
25418,Gabriele,Bobby Bumps Gets Pa's Goat,1915,,Animation
25419,Gabriele,Bobby Bumps Gets Pa's Goat,1915,,Comedy
25420,Gabriele,Bobby Bumps Gets Pa's Goat,1915,,Short
25421,Gabriele,Cas slunce a ruz,1968,,Short
25422,Gabriele,"Cheese It, the Cat!",1957,6.4,Animation
25423,Gabriele,"Cheese It, the Cat!",1957,6.4,Comedy
25424,Gabriele,"Cheese It, the Cat!",1957,6.4,Family
25425,Gabriele,"Cheese It, the Cat!",1957,6.4,Short
25426,Gabriele,"Child of the Streets, A",1967,,Documentary
25427,Gabriele,Conquest of the Earth,1980,,Sci-Fi
25428,Gabriele,Conquest of the Earth,1980,,Sci-Fi
25429,Gabriele,Conquest of the Earth,1980,,Sci-Fi
25430,Gabriele,Countdown,1992,,Documentary
25431,Gabriele,Countdown,1992,,Short
25432,Gabriele,Danav,2003,,Action
25433,Gabriele,Danav,2003,,Romance
25434,Gabriele,Dead Center on a Flat Earth,1999,,Thriller
25435,Gabriele,Distant Justice,1992,2.4,Action
25436,Gabriella,Alma jarocha,1937,,Comedy
25437,Gabriella,Alma jarocha,1937,,Drama
25438,Gabriella,Carmen,2000,,Drama
25439,Gabriella,Carmen,2000,,Music
25440,Gabriella,Carmen,2000,,Short
25441,Gabriella,Carmen,2000,,Drama
25442,Gabriella,Carmen,2000,,Music
25443,Gabriella,Carmen,2000,,Short
25444,Gabriella,Combat Shock,1986,5.3,Drama
25445,Gabriella,Combat Shock,1986,5.3,Horror
25446,Gabriella,Combat Shock,1986,5.3,War
25447,Gabriella (I),Back to Enchantment: The Making of 'Thumbelina',1993,,Documentary
25448,Gabrielle,"Accidental Death of an Anarchist, The",1983,,Comedy
25449,Gabrielle,"Accidental Death of an Anarchist, The",1983,,Drama
25450,Gabrielle,"Accidental Death of an Anarchist, The",1983,,Comedy
25451,Gabrielle,"Accidental Death of an Anarchist, The",1983,,Drama
25452,Gabrielle,"Ach Shel Driks, Ha-",1994,7.4,Drama
25453,Gabrielle,"Ach Shel Driks, Ha-",1994,7.4,Drama
25454,Gabrielle,Alien Intruder,1993,3.8,Sci-Fi
25455,Gabrielle,Beogradsko narodno pozoriste,1950,,Documentary
25456,Gabrielle,Beogradsko narodno pozoriste,1950,,Short
25457,Gabrielle,Canada Vignettes: News Canada,1978,,Animation
25458,Gabrielle,Canada Vignettes: News Canada,1978,,Comedy
25459,Gabrielle,Canada Vignettes: News Canada,1978,,Short
25460,Gabrielle,Cold Front,1989,4.4,Crime
25461,Gabrielle,Coop himmelblau - Construire le ciel,1993,,Documentary
25462,Gabrielle,Coop himmelblau - Construire le ciel,1993,,Short
25463,Gaby,Aprs tout,2003,,Short
25464,Gadi,Citizen King,2004,,Documentary
25465,Gaël,Boys On the Run,2001,4.8,Action
25466,Gaël,Boys On the Run,2001,4.8,Adventure
25467,Gaël,Boys On the Run,2001,4.8,Romance
25468,Gaël,"Bte  l'afft, La",1959,,Drama
25469,Gaël,Carnage & Deception: A Killer's Perfect Murder,2003,4.4,Crime
25470,Gaël,Carnage & Deception: A Killer's Perfect Murder,2003,4.4,Short
25471,Gaëlle,Aristophanes: The Gods Are Laughing,1995,,Comedy
25472,Gaëtan,Aladdin and His Lamp,1952,5.0,Adventure
25473,Gaëtan,Aladdin and His Lamp,1952,5.0,Fantasy
25474,Gaetano,"2000 Billboard Music Awards, The",2000,,Family
